invoice_id,customer_id,order_date,product_id,quantity,unit_price,revenue
INV-34505,C0027,2024-01-10,P035,5,142.52,712.6
INV-69972,C0084,2023-04-27,P013,1,264.93,264.93
INV-74157,C0068,2024-06-24,P043,1,371.63,371.63
INV-88246,C0164,2024-02-02,P021,5,152.01,760.05
INV-86939,C0157,2023-04-27,P026,1,126.51,126.51
INV-70012,C0090,2024-09-24,P023,4,391.03,1564.12
INV-48986,C0045,2025-07-29,P044,1,491.41,491.41
INV-21108,C0158,2024-11-19,P038,3,509.44,1528.32
INV-25448,C0035,2023-09-02,P021,5,158.82,794.0999999999999
INV-33992,C0079,2024-01-18,P008,2,281.72,563.44
INV-76954,C0178,2024-02-02,P010,3,439.81,1319.43
INV-28070,C0108,2024-08-11,P039,2,397.14,794.28
INV-34347,C0099,2024-05-13,P028,1,331.57,331.57
INV-94575,C0163,2025-08-11,P035,8,563.06,4504.48
INV-31871,C0045,2024-05-16,P036,1,107.24,107.24
INV-34523,C0074,2023-11-19,P009,1,438.33,438.33
INV-17026,C0116,2025-06-05,P040,3,135.97,407.90999999999997
INV-73518,C0092,2023-05-20,P001,1,506.01,506.01
INV-83607,C0050,2024-06-01,P025,2,329.92,659.84
INV-63626,C0168,2024-12-02,P032,1,309.93,309.93
INV-68176,C0126,2024-05-15,P027,1,343.36,343.36
INV-84107,C0043,2023-02-01,P006,2,525.26,1050.52
INV-14285,C0057,2023-10-09,P019,2,459.06,918.12
INV-47836,C0058,2023-06-22,P035,1,282.32,282.32
INV-74921,C0118,2024-07-16,P037,1,155.54,155.54
INV-85066,C0131,2023-04-27,P008,2,595.17,1190.34
INV-81186,C0069,2025-04-23,P050,1,246.88,246.88
INV-15453,C0094,2025-02-17,P035,3,130.38,391.14
INV-38644,C0113,2024-03-11,P035,1,442.51,442.51
INV-95678,C0027,2025-02-08,P048,1,120.93,120.93
INV-14224,C0064,2024-04-05,P020,1,472.44,472.44
INV-21401,C0068,2024-03-25,P023,1,13.09,13.09
INV-41056,C0031,2023-08-03,P050,2,30.83,61.66
INV-55957,C0151,2025-05-31,P045,2,129.46,258.92
INV-66120,C0157,2023-06-19,P041,6,227.09,1362.54
INV-37082,C0158,2025-04-13,P009,1,97.84,97.84
INV-84720,C0053,2023-12-26,P004,1,527.22,527.22
INV-88231,C0137,2024-07-05,P018,11,227.3,2500.3
INV-48356,C0044,2023-10-24,P021,1,436.02,436.02
INV-77425,C0147,2025-07-10,P018,4,359.9,1439.6
INV-27771,C0174,2025-02-07,P007,1,253.45,253.45
INV-46349,C0106,2025-06-06,P004,2,11.9,23.8
INV-27392,C0168,2023-09-13,P009,1,219.74,219.74
INV-52217,C0038,2025-04-28,P046,3,64.86,194.57999999999998
INV-98635,C0064,2024-02-07,P049,1,293.77,293.77
INV-85684,C0126,2024-10-09,P010,2,48.26,96.52
INV-64293,C0069,2024-01-20,P041,1,341.28,341.28
INV-93050,C0116,2025-03-24,P005,1,366.06,366.06
INV-77582,C0024,2025-02-06,P026,2,484.94,969.88
INV-58374,C0072,2024-04-10,P045,1,496.78,496.78
INV-86278,C0125,2023-01-03,P021,1,55.46,55.46
INV-70089,C0024,2024-10-12,P047,1,207.2,207.2
INV-56952,C0171,2025-05-20,P045,3,427.53,1282.59
INV-62129,C0017,2023-08-12,P035,3,315.19,945.5699999999999
INV-74843,C0110,2023-10-02,P014,1,97.0,97.0
INV-54270,C0083,2024-07-14,P019,1,266.07,266.07
INV-84205,C0148,2025-05-22,P009,1,140.16,140.16
INV-99463,C0125,2025-02-19,P022,1,444.04,444.04
INV-23051,C0013,2024-10-03,P003,12,560.54,6726.48
INV-26284,C0118,2025-08-09,P002,2,258.54,517.08
INV-69836,C0041,2023-01-01,P029,2,473.53,947.06
INV-27290,C0110,2025-06-22,P013,1,251.84,251.84
INV-30837,C0167,2025-06-14,P020,3,236.46,709.38
INV-95798,C0071,2024-01-05,P006,1,356.78,356.78
INV-58738,C0065,2024-11-11,P006,1,223.72,223.72
INV-16787,C0167,2024-02-10,P011,1,25.46,25.46
INV-40689,C0161,2024-03-15,P020,1,500.7,500.7
INV-22475,C0168,2023-01-02,P006,1,315.67,315.67
INV-20215,C0055,2023-05-16,P031,1,565.0,565.0
INV-78084,C0152,2024-11-27,P015,1,263.5,263.5
INV-11056,C0114,2024-12-13,P001,4,506.74,2026.96
INV-65353,C0088,2024-12-11,P008,1,483.56,483.56
INV-19283,C0034,2023-08-23,P031,1,294.95,294.95
INV-23425,C0099,2023-04-16,P006,1,57.55,57.55
INV-49223,C0081,2023-05-21,P024,2,302.91,605.82
INV-27451,C0098,2024-10-18,P050,1,440.41,440.41
INV-18966,C0174,2024-06-27,P010,2,103.76,207.52
INV-89995,C0145,2024-10-27,P001,1,89.86,89.86
INV-56030,C0043,2025-01-09,P029,2,397.6,795.2
INV-29840,C0055,2025-07-30,P041,6,50.69,304.14
INV-99989,C0106,2024-03-29,P040,1,176.49,176.49
INV-23168,C0056,2023-05-24,P006,1,155.72,155.72
INV-60335,C0032,2023-12-26,P038,4,157.23,628.92
INV-28327,C0110,2023-09-11,P021,1,458.04,458.04
INV-21042,C0071,2023-09-12,P042,1,468.26,468.26
INV-88644,C0142,2025-01-08,P039,1,297.67,297.67
INV-13515,C0156,2025-05-18,P019,1,46.97,46.97
INV-36928,C0169,2024-06-14,P020,4,92.15,368.6
INV-34726,C0156,2025-02-04,P033,1,252.55,252.55
INV-94694,C0101,2023-02-25,P019,1,540.9,540.9
INV-60578,C0062,2023-04-26,P032,1,401.64,401.64
INV-93634,C0062,2024-08-31,P032,6,340.5,2043.0
INV-11581,C0019,2024-01-05,P034,5,40.83,204.14999999999998
INV-60703,C0082,2025-05-31,P009,1,163.49,163.49
INV-57895,C0146,2024-07-13,P027,2,588.97,1177.94
INV-71736,C0175,2025-02-27,P012,1,395.96,395.96
INV-86986,C0019,2023-03-11,P002,1,343.54,343.54
INV-38277,C0004,2023-02-10,P017,1,583.48,583.48
INV-76402,C0016,2023-10-21,P026,1,216.21,216.21
INV-75673,C0161,2025-02-24,P046,1,99.24,99.24
INV-62727,C0107,2023-03-26,P028,1,158.07,158.07
INV-80471,C0164,2024-09-22,P035,3,341.12,1023.36
INV-20957,C0040,2023-11-14,P018,1,77.71,77.71
INV-36633,C0021,2025-04-07,P033,3,436.46,1309.3799999999999
INV-52827,C0040,2024-02-05,P035,1,427.62,427.62
INV-95175,C0151,2024-11-28,P041,1,58.22,58.22
INV-50654,C0165,2024-12-16,P005,1,295.97,295.97
INV-41278,C0112,2023-03-01,P047,1,567.96,567.96
INV-66948,C0063,2023-04-29,P006,3,404.72,1214.16
INV-89800,C0117,2023-02-26,P040,1,252.94,252.94
INV-96252,C0080,2025-01-28,P043,2,331.8,663.6
INV-11660,C0045,2024-12-25,P008,1,312.38,312.38
INV-11487,C0036,2023-06-17,P045,3,280.95,842.8499999999999
INV-78551,C0128,2024-06-13,P023,1,473.9,473.9
INV-58741,C0067,2023-05-10,P011,1,162.59,162.59
INV-25473,C0069,2025-02-28,P047,1,204.83,204.83
INV-66272,C0008,2023-10-06,P022,2,316.44,632.88
INV-44465,C0135,2024-12-30,P005,1,527.92,527.92
INV-20101,C0148,2024-05-23,P041,4,523.64,2094.56
INV-57202,C0117,2023-02-26,P033,1,276.23,276.23
INV-31873,C0128,2024-01-12,P037,8,465.49,3723.92
INV-23487,C0041,2025-07-04,P017,1,48.47,48.47
INV-25117,C0147,2023-08-22,P044,1,546.44,546.44
INV-15772,C0131,2025-05-29,P001,1,303.71,303.71
INV-16026,C0004,2024-04-28,P016,1,397.5,397.5
INV-29671,C0094,2023-07-03,P025,3,234.45,703.3499999999999
INV-95944,C0010,2024-03-05,P036,2,579.04,1158.08
INV-42540,C0058,2024-03-02,P021,1,318.76,318.76
INV-20208,C0082,2024-08-08,P018,1,477.78,477.78
INV-75803,C0096,2024-11-20,P008,1,384.4,384.4
INV-39253,C0014,2025-04-03,P012,3,243.62,730.86
INV-62550,C0133,2023-03-12,P003,4,324.49,1297.96
INV-50723,C0120,2023-12-02,P019,1,420.58,420.58
INV-69866,C0023,2023-01-09,P036,3,196.89,590.67
INV-48219,C0095,2024-07-31,P013,3,544.62,1633.8600000000001
INV-91620,C0078,2023-09-06,P048,1,590.28,590.28
INV-87554,C0119,2024-05-20,P024,1,129.19,129.19
INV-81638,C0051,2025-02-17,P047,1,537.45,537.45
INV-10835,C0063,2025-08-12,P010,2,99.74,199.48
INV-40539,C0105,2024-07-08,P002,1,373.03,373.03
INV-11257,C0089,2025-08-31,P041,1,530.63,530.63
INV-96154,C0086,2024-01-21,P001,3,308.07,924.21
INV-36895,C0079,2024-06-26,P007,6,256.48,1538.88
INV-74491,C0061,2023-03-03,P027,8,404.07,3232.56
INV-46677,C0037,2023-04-06,P046,2,107.91,215.82
INV-78125,C0012,2024-02-27,P015,4,262.22,1048.88
INV-70091,C0180,2025-02-04,P024,1,17.44,17.44
INV-22527,C0022,2024-06-01,P038,1,321.17,321.17
INV-61688,C0035,2023-03-18,P041,2,535.25,1070.5
INV-18163,C0152,2024-03-21,P037,1,441.58,441.58
INV-41034,C0170,2023-10-26,P009,1,516.32,516.32
INV-61505,C0067,2024-12-18,P021,3,329.07,987.21
INV-69343,C0084,2023-10-06,P021,2,195.47,390.94
INV-36569,C0060,2023-05-20,P005,1,494.77,494.77
INV-30369,C0150,2023-04-19,P007,1,221.1,221.1
INV-71086,C0043,2023-11-18,P029,1,498.67,498.67
INV-80244,C0105,2024-01-02,P008,1,112.52,112.52
INV-50410,C0054,2024-04-19,P029,2,497.33,994.66
INV-21851,C0068,2023-06-11,P008,1,151.53,151.53
INV-89076,C0176,2023-02-11,P020,1,215.29,215.29
INV-29441,C0056,2023-04-04,P021,1,451.81,451.81
INV-61936,C0064,2024-06-09,P023,2,376.35,752.7
INV-49169,C0013,2023-09-24,P044,1,506.45,506.45
INV-63004,C0045,2025-05-25,P002,1,587.67,587.67
INV-82105,C0116,2023-09-13,P036,2,84.5,169.0
INV-23357,C0025,2025-04-03,P030,2,201.81,403.62
INV-11567,C0036,2023-03-05,P008,2,51.09,102.18
INV-35969,C0057,2025-04-23,P009,1,514.88,514.88
INV-99952,C0103,2024-10-07,P024,1,503.85,503.85
INV-86326,C0166,2024-08-23,P006,1,389.3,389.3
INV-12857,C0067,2023-03-08,P005,2,312.47,624.94
INV-68121,C0051,2025-04-08,P042,1,135.46,135.46
INV-53456,C0033,2023-05-06,P006,1,189.33,189.33
INV-16637,C0011,2023-06-22,P030,2,563.6,1127.2
INV-61773,C0147,2024-05-23,P028,4,461.98,1847.92
INV-99550,C0008,2024-03-12,P025,3,402.34,1207.02
INV-38143,C0045,2025-07-19,P023,1,545.25,545.25
INV-46681,C0048,2024-04-01,P018,2,340.66,681.32
INV-90492,C0039,2024-09-26,P003,1,273.76,273.76
INV-94840,C0158,2023-10-30,P016,1,520.09,520.09
INV-82179,C0128,2024-05-05,P027,1,234.44,234.44
INV-46670,C0016,2024-01-28,P006,7,75.33,527.31
INV-36143,C0036,2024-10-20,P027,1,34.79,34.79
INV-92674,C0135,2025-04-01,P016,2,551.67,1103.34
INV-60134,C0140,2025-03-11,P002,1,516.42,516.42
INV-81371,C0092,2025-03-11,P031,1,547.35,547.35
INV-84141,C0125,2024-05-29,P023,2,484.89,969.78
INV-45446,C0083,2023-07-04,P025,1,578.06,578.06
INV-88265,C0007,2023-08-13,P021,2,189.8,379.6
INV-46822,C0008,2023-03-01,P050,3,176.1,528.3
INV-56849,C0121,2025-02-24,P034,4,76.42,305.68
INV-30922,C0150,2023-04-13,P015,2,329.01,658.02
INV-41608,C0064,2023-09-30,P043,1,152.72,152.72
INV-17328,C0137,2025-02-21,P048,1,286.57,286.57
INV-60911,C0057,2023-12-30,P037,1,363.03,363.03
INV-41005,C0045,2024-08-29,P012,1,186.95,186.95
INV-57026,C0082,2025-07-24,P048,2,38.4,76.8
INV-56095,C0152,2025-08-28,P002,4,512.84,2051.36
INV-28625,C0146,2024-07-30,P037,2,360.0,720.0
INV-81057,C0049,2023-11-13,P032,4,119.34,477.36
INV-14975,C0045,2023-04-03,P032,1,151.31,151.31
INV-88861,C0015,2023-08-13,P015,3,30.46,91.38
INV-72650,C0006,2023-01-01,P034,1,597.31,597.31
INV-36406,C0085,2025-04-05,P040,3,317.65,952.9499999999999
INV-33260,C0034,2025-07-29,P022,1,500.51,500.51
INV-12872,C0083,2023-06-01,P004,1,77.81,77.81
INV-28566,C0151,2025-03-03,P046,1,546.68,546.68
INV-57826,C0029,2023-03-16,P034,2,499.28,998.56
INV-96787,C0096,2024-02-10,P046,4,347.35,1389.4
INV-54113,C0151,2023-11-06,P007,1,263.95,263.95
INV-30644,C0083,2025-01-19,P009,1,266.41,266.41
INV-73858,C0112,2024-10-26,P041,2,365.13,730.26
INV-83659,C0082,2024-12-11,P012,4,271.59,1086.36
INV-39260,C0158,2024-11-12,P023,1,382.47,382.47
INV-59595,C0151,2023-11-11,P012,1,424.55,424.55
INV-26691,C0177,2023-07-01,P019,1,312.29,312.29
INV-85082,C0001,2024-02-05,P045,1,236.86,236.86
INV-33865,C0146,2024-09-08,P003,1,394.81,394.81
INV-38953,C0082,2024-10-16,P040,6,364.38,2186.2799999999997
INV-75035,C0145,2023-05-25,P007,2,308.7,617.4
INV-20198,C0085,2023-09-01,P048,2,51.85,103.7
INV-32005,C0089,2024-10-13,P021,1,223.49,223.49
INV-97821,C0023,2024-10-16,P046,1,36.93,36.93
INV-11493,C0086,2023-09-29,P029,1,173.32,173.32
INV-18885,C0054,2023-12-25,P016,7,205.49,1438.43
INV-10167,C0066,2023-02-19,P007,1,125.7,125.7
INV-65004,C0099,2023-06-20,P029,1,175.6,175.6
INV-59638,C0106,2023-12-26,P032,1,314.78,314.78
INV-23294,C0140,2025-04-28,P025,1,14.52,14.52
INV-95323,C0123,2025-02-15,P037,1,31.67,31.67
INV-31319,C0176,2024-04-07,P015,1,209.93,209.93
INV-48654,C0019,2023-01-21,P003,3,347.51,1042.53
INV-23726,C0082,2023-03-17,P017,1,183.16,183.16
INV-59212,C0088,2023-06-14,P011,5,244.24,1221.2
INV-22203,C0020,2023-12-13,P036,1,374.07,374.07
INV-73273,C0153,2024-12-22,P040,1,213.68,213.68
INV-95673,C0008,2023-06-18,P028,1,525.79,525.79
INV-30591,C0156,2023-02-24,P028,1,424.33,424.33
INV-36941,C0026,2023-07-14,P022,9,87.58,788.22
INV-82628,C0105,2025-01-09,P045,1,242.8,242.8
INV-96585,C0139,2023-10-16,P017,1,252.5,252.5
INV-22571,C0077,2023-02-20,P016,4,431.28,1725.12
INV-82045,C0101,2025-05-10,P037,1,192.53,192.53
INV-17144,C0126,2024-01-05,P010,3,573.49,1720.47
INV-21485,C0001,2023-10-29,P028,3,10.92,32.76
INV-88671,C0170,2024-05-06,P041,2,40.17,80.34
INV-13373,C0052,2023-07-31,P007,1,45.12,45.12
INV-48248,C0044,2023-03-25,P041,1,415.09,415.09
INV-50416,C0122,2025-03-14,P008,1,236.46,236.46
INV-74106,C0102,2025-07-05,P031,1,227.74,227.74
INV-21945,C0170,2024-10-19,P017,1,257.18,257.18
INV-34232,C0140,2024-01-15,P025,2,51.89,103.78
INV-34455,C0098,2024-04-01,P024,1,219.32,219.32
INV-67637,C0012,2024-04-21,P017,5,404.46,2022.3
INV-45200,C0068,2024-07-31,P015,2,223.53,447.06
INV-97486,C0016,2023-04-10,P010,1,15.98,15.98
INV-55061,C0022,2025-04-07,P043,2,548.84,1097.68
INV-87296,C0139,2023-08-21,P027,1,525.48,525.48
INV-60738,C0142,2025-04-18,P004,2,81.13,162.26
INV-80190,C0134,2024-12-04,P027,4,49.2,196.8
INV-40886,C0122,2024-05-02,P037,1,93.86,93.86
INV-61747,C0077,2025-07-13,P006,1,259.0,259.0
INV-84870,C0009,2025-07-11,P033,1,296.74,296.74
INV-98805,C0133,2024-09-27,P037,1,35.81,35.81
INV-68856,C0038,2023-06-27,P008,1,339.6,339.6
INV-35260,C0043,2023-05-10,P014,1,440.21,440.21
INV-20271,C0011,2024-11-30,P028,2,508.91,1017.82
INV-92211,C0112,2023-06-01,P013,2,263.66,527.32
INV-51910,C0153,2025-07-21,P017,2,172.47,344.94
INV-60868,C0018,2024-07-23,P006,1,475.5,475.5
INV-52746,C0102,2025-05-27,P036,1,481.04,481.04
INV-70051,C0071,2025-07-28,P034,3,515.96,1547.88
INV-91665,C0004,2024-08-24,P045,4,264.28,1057.12
INV-24748,C0134,2024-02-29,P027,1,353.5,353.5
INV-84264,C0039,2024-08-25,P010,1,364.63,364.63
INV-23133,C0150,2025-08-05,P049,2,416.16,832.32
INV-23237,C0028,2025-03-15,P037,1,108.45,108.45
INV-55071,C0074,2025-06-17,P035,1,94.13,94.13
INV-60206,C0106,2024-11-01,P017,4,214.07,856.28
INV-89817,C0125,2024-04-29,P037,1,25.01,25.01
INV-46099,C0010,2024-02-17,P012,2,385.77,771.54
INV-89777,C0037,2024-11-28,P040,1,52.31,52.31
INV-15083,C0178,2024-02-10,P026,1,193.62,193.62
INV-41139,C0085,2023-02-20,P045,2,367.41,734.82
INV-58816,C0122,2023-01-21,P018,1,138.56,138.56
INV-50756,C0087,2023-10-15,P020,8,277.86,2222.88
INV-99764,C0126,2023-04-11,P045,2,92.93,185.86
INV-49384,C0059,2025-01-31,P009,1,26.25,26.25
INV-52056,C0114,2023-10-03,P050,1,578.77,578.77
INV-94614,C0107,2023-04-02,P039,1,33.01,33.01
INV-37707,C0049,2025-07-24,P029,1,238.91,238.91
INV-73499,C0105,2025-02-16,P048,1,23.78,23.78
INV-17367,C0133,2024-06-11,P024,2,280.53,561.06
INV-50779,C0041,2024-12-27,P005,1,541.05,541.05
INV-27779,C0130,2025-03-10,P026,1,573.99,573.99
INV-13794,C0135,2023-06-27,P037,1,534.16,534.16
INV-17553,C0050,2023-09-13,P013,1,497.76,497.76
INV-16626,C0009,2025-07-29,P030,8,180.16,1441.28
INV-36097,C0093,2023-10-08,P046,6,239.79,1438.74
INV-76207,C0095,2024-02-11,P030,1,210.83,210.83
INV-99282,C0163,2023-02-01,P008,1,100.95,100.95
INV-74066,C0062,2024-08-31,P024,1,329.61,329.61
INV-72204,C0115,2024-08-23,P012,2,501.85,1003.7
INV-55121,C0142,2023-06-17,P023,1,188.38,188.38
INV-21847,C0067,2023-10-19,P048,1,124.83,124.83
INV-16507,C0008,2023-06-16,P025,1,212.04,212.04
INV-38091,C0147,2025-05-27,P050,1,580.19,580.19
INV-39505,C0057,2024-11-24,P042,1,214.89,214.89
INV-95404,C0053,2024-02-24,P018,1,92.13,92.13
INV-99417,C0132,2023-01-10,P002,1,379.48,379.48
INV-94852,C0122,2023-06-27,P009,1,247.05,247.05
INV-39329,C0154,2023-09-16,P001,10,529.39,5293.9
INV-94245,C0156,2023-10-09,P020,1,345.93,345.93
INV-55706,C0109,2024-04-15,P025,1,128.77,128.77
INV-71171,C0065,2023-11-06,P014,1,33.28,33.28
INV-91737,C0174,2024-02-11,P034,1,330.38,330.38
INV-10963,C0150,2024-06-07,P007,1,578.78,578.78
INV-83591,C0170,2024-10-24,P024,4,436.06,1744.24
INV-47051,C0153,2023-11-02,P039,1,523.28,523.28
INV-73142,C0176,2023-03-07,P007,1,476.4,476.4
INV-93964,C0087,2023-11-29,P018,1,478.58,478.58
INV-95998,C0071,2024-12-29,P017,1,527.48,527.48
INV-34688,C0167,2023-06-03,P020,5,97.79,488.95000000000005
INV-41496,C0133,2025-07-10,P049,1,588.78,588.78
INV-62965,C0015,2024-11-07,P039,1,519.49,519.49
INV-28340,C0082,2025-01-08,P044,1,231.44,231.44
INV-75191,C0007,2023-10-30,P042,1,129.9,129.9
INV-63031,C0067,2024-02-02,P027,2,238.06,476.12
INV-84978,C0010,2025-04-15,P038,1,300.47,300.47
INV-39145,C0049,2024-12-03,P022,1,520.69,520.69
INV-72355,C0137,2025-07-17,P041,7,250.47,1753.29
INV-76494,C0172,2023-11-04,P023,3,461.07,1383.21
INV-83170,C0044,2023-07-05,P043,1,574.07,574.07
INV-71706,C0076,2023-05-12,P007,1,74.47,74.47
INV-83273,C0067,2025-02-20,P047,3,269.1,807.3000000000001
INV-53992,C0047,2024-11-01,P044,3,536.92,1610.7599999999998
INV-56567,C0023,2023-08-17,P015,1,531.24,531.24
INV-53426,C0079,2024-01-16,P027,1,311.16,311.16
INV-48541,C0067,2024-04-19,P038,1,556.57,556.57
INV-17035,C0031,2025-06-06,P031,1,291.34,291.34
INV-86062,C0163,2025-08-24,P038,2,436.4,872.8
INV-71894,C0159,2025-06-29,P005,2,89.32,178.64
INV-25704,C0050,2025-06-07,P033,1,221.64,221.64
INV-79446,C0175,2023-11-02,P025,3,174.47,523.41
INV-29762,C0106,2023-05-21,P004,1,574.89,574.89
INV-63633,C0052,2024-08-06,P022,1,598.71,598.71
INV-51469,C0118,2025-06-02,P010,2,498.8,997.6
INV-20592,C0047,2024-05-14,P050,1,18.45,18.45
INV-33176,C0086,2023-11-17,P041,2,502.15,1004.3
INV-10617,C0163,2024-04-07,P004,2,94.28,188.56
INV-32099,C0071,2024-08-13,P014,2,463.66,927.32
INV-21539,C0041,2023-05-13,P032,2,462.01,924.02
INV-93032,C0158,2024-03-15,P028,3,372.03,1116.09
INV-72573,C0104,2024-01-28,P028,1,297.7,297.7
INV-79963,C0002,2023-07-24,P003,1,250.45,250.45
INV-52233,C0096,2025-02-14,P001,1,48.95,48.95
INV-12348,C0136,2024-11-23,P013,1,75.49,75.49
INV-42613,C0002,2023-08-20,P041,3,569.14,1707.42
INV-50906,C0178,2023-05-13,P023,1,573.52,573.52
INV-75973,C0027,2024-08-25,P025,1,186.74,186.74
INV-18557,C0079,2025-04-23,P011,1,305.37,305.37
INV-48119,C0012,2024-04-11,P020,3,427.18,1281.54
INV-78697,C0134,2023-12-12,P039,1,53.01,53.01
INV-27536,C0112,2023-12-17,P044,1,184.22,184.22
INV-34697,C0126,2023-06-18,P023,1,175.79,175.79
INV-39939,C0104,2023-08-18,P002,3,558.24,1674.72
INV-12872,C0034,2024-08-26,P014,1,544.61,544.61
INV-26143,C0130,2024-01-11,P011,1,291.1,291.1
INV-59177,C0167,2025-06-16,P003,1,387.88,387.88
INV-80088,C0164,2024-09-30,P017,7,366.06,2562.42
INV-16286,C0013,2024-11-08,P039,1,392.21,392.21
INV-12587,C0028,2023-02-19,P042,1,534.31,534.31
INV-64627,C0177,2024-03-30,P008,1,275.12,275.12
INV-81733,C0098,2023-09-16,P008,1,378.62,378.62
INV-30070,C0122,2023-07-30,P045,1,412.74,412.74
INV-92616,C0178,2023-01-10,P044,1,431.23,431.23
INV-96725,C0078,2023-04-14,P027,3,484.34,1453.02
INV-45386,C0170,2024-09-29,P034,1,316.9,316.9
INV-27978,C0156,2024-03-04,P045,1,467.45,467.45
INV-90962,C0027,2023-05-01,P033,1,303.05,303.05
INV-23928,C0073,2024-05-24,P008,1,88.96,88.96
INV-36181,C0051,2025-03-07,P039,1,42.06,42.06
INV-36433,C0068,2024-01-02,P034,2,197.38,394.76
INV-31020,C0105,2023-02-10,P019,1,311.57,311.57
INV-37222,C0141,2024-12-05,P032,1,172.94,172.94
INV-40737,C0124,2023-01-03,P022,2,46.99,93.98
INV-21665,C0004,2025-07-17,P043,3,12.25,36.75
INV-97690,C0029,2024-05-20,P037,1,447.13,447.13
INV-77070,C0039,2023-03-18,P006,1,70.12,70.12
INV-94454,C0026,2023-08-25,P017,1,169.53,169.53
INV-44619,C0117,2024-04-20,P019,3,194.88,584.64
INV-32898,C0013,2025-06-14,P007,3,536.2,1608.6000000000001
INV-57214,C0011,2025-03-31,P019,1,546.87,546.87
INV-65836,C0174,2025-01-26,P021,1,578.81,578.81
INV-16014,C0030,2023-01-10,P007,1,415.34,415.34
INV-94829,C0036,2023-06-24,P043,1,238.71,238.71
INV-67372,C0085,2024-09-28,P023,2,425.28,850.56
INV-22183,C0069,2024-01-17,P047,1,108.5,108.5
INV-24920,C0088,2024-02-15,P012,2,403.17,806.34
INV-45629,C0103,2025-05-05,P030,6,459.01,2754.06
INV-72684,C0099,2025-03-30,P045,6,424.5,2547.0
INV-31860,C0108,2023-04-26,P042,1,72.17,72.17
INV-17686,C0034,2025-08-23,P045,3,390.05,1170.15
INV-64529,C0041,2025-07-22,P007,1,222.43,222.43
INV-84572,C0152,2024-11-25,P031,6,305.24,1831.44
INV-90127,C0113,2024-01-24,P012,1,280.04,280.04
INV-13777,C0092,2025-06-02,P040,1,227.54,227.54
INV-27125,C0176,2024-05-09,P047,1,40.89,40.89
INV-63907,C0125,2024-03-27,P008,2,255.74,511.48
INV-44290,C0012,2024-11-01,P005,3,511.71,1535.1299999999999
INV-98857,C0081,2024-06-21,P001,1,397.84,397.84
INV-84057,C0148,2023-08-18,P047,1,529.29,529.29
INV-78039,C0172,2024-06-19,P022,1,409.91,409.91
INV-91033,C0177,2023-04-08,P045,1,184.23,184.23
INV-42581,C0111,2024-05-08,P043,1,394.47,394.47
INV-98643,C0089,2024-10-18,P043,2,196.22,392.44
INV-83183,C0099,2025-07-02,P010,2,243.13,486.26
INV-11526,C0157,2024-10-20,P004,2,127.54,255.08
INV-71510,C0041,2025-05-22,P033,4,179.57,718.28
INV-19812,C0127,2025-02-08,P011,1,44.27,44.27
INV-41574,C0126,2023-12-05,P021,1,314.36,314.36
INV-76444,C0072,2023-08-17,P004,1,502.93,502.93
INV-59628,C0141,2024-02-17,P042,1,233.67,233.67
INV-70174,C0061,2024-03-30,P006,1,21.4,21.4
INV-21536,C0147,2025-05-27,P029,1,254.05,254.05
INV-51426,C0128,2023-05-02,P029,1,248.53,248.53
INV-95638,C0128,2023-01-19,P048,1,361.13,361.13
INV-64046,C0027,2023-02-06,P026,1,283.82,283.82
INV-10022,C0143,2025-04-25,P036,6,316.23,1897.38
INV-91142,C0024,2024-10-14,P039,2,194.0,388.0
INV-83706,C0078,2023-07-31,P033,2,466.02,932.04
INV-69796,C0168,2025-08-31,P043,1,585.85,585.85
INV-17113,C0088,2025-04-16,P024,1,20.0,20.0
INV-53512,C0058,2024-07-27,P030,2,486.22,972.44
INV-72014,C0159,2025-01-03,P039,1,166.69,166.69
INV-69314,C0169,2023-04-27,P024,1,183.05,183.05
INV-96364,C0025,2023-08-16,P049,2,315.6,631.2
INV-56548,C0001,2025-04-29,P022,1,229.33,229.33
INV-81786,C0163,2024-06-18,P019,1,186.88,186.88
INV-23935,C0096,2023-02-16,P045,2,584.77,1169.54
INV-28408,C0043,2025-04-21,P032,3,23.92,71.76
INV-43330,C0105,2024-09-17,P007,4,472.09,1888.36
INV-25826,C0051,2025-08-10,P013,3,280.22,840.6600000000001
INV-69905,C0101,2025-04-24,P014,1,188.72,188.72
INV-54293,C0049,2023-04-21,P046,1,144.66,144.66
INV-93000,C0107,2025-05-07,P003,1,295.61,295.61
INV-26150,C0173,2025-03-01,P038,2,289.55,579.1
INV-96305,C0116,2024-08-26,P030,1,575.1,575.1
INV-75382,C0130,2023-01-05,P009,5,473.26,2366.3
INV-16366,C0136,2024-07-20,P048,9,331.24,2981.16
INV-73298,C0111,2025-08-04,P038,6,54.61,327.65999999999997
INV-33226,C0131,2024-12-09,P050,1,142.97,142.97
INV-26827,C0149,2023-04-17,P012,1,93.07,93.07
INV-88714,C0100,2024-09-12,P043,1,470.98,470.98
INV-60418,C0083,2024-03-04,P033,1,96.71,96.71
INV-42537,C0156,2023-10-08,P045,3,385.21,1155.6299999999999
INV-48557,C0102,2024-04-08,P022,1,407.74,407.74
INV-64099,C0035,2024-09-08,P009,1,213.66,213.66
INV-77147,C0180,2023-11-03,P048,4,181.4,725.6
INV-51144,C0180,2024-12-29,P036,1,535.18,535.18
